Quality_Category,density,pH,sulphates,alcohol
Low,0.997,3,0.65,9.5
Low,0.993,3,0.49,11.1
Low,0.994,3,0.51,10.8
Low,0.992,3,0.47,11.2
Low,0.994,3,0.51,10.8
Low,0.993,3,0.49,11.4
Low,0.991,3,0.52,11.2
Low,0.991,3,0.5,10.2
Low,0.993,3,0.49,11.1
Low,0.997,3,0.65,9.5
Low,0.996,3,0.49,10.2
Low,0.992,3,0.43,11
High,0.995,3,0.45,11.5
Low,0.994,3,0.57,9.8
Low,0.996,3,0.51,10.1
Low,0.999,3,0.75,8.8
High,0.995,3,0.45,11.5
High,0.99,3,0.43,12.7
Low,0.996,3,0.51,9.8
Low,0.989,3,0.6,12.9
Low,0.996,3,0.51,9.8
High,0.99,3,0.43,12.7
Low,1.002,3,0.44,8.5
High,0.99,3,0.56,12.7
High,0.989,3,0.64,13.1
Low,0.999,3,0.78,9.1
Low,0.992,3,0.71,12.5
Low,0.999,3,0.78,9.1
Low,0.999,3,0.78,9.1
Low,0.994,3,0.5,11.2
Low,0.992,3,0.71,12.5
Low,0.999,3,0.78,9.1
Low,0.999,3,0.78,9.1
Low,0.999,3,0.77,9.1
Low,0.992,3,0.35,11.5
High,0.988,3,0.59,12.9
Low,0.991,3,0.39,12.5
Low,0.989,3,0.33,12.3
Low,0.992,3,0.85,11.4
Low,0.996,3,0.45,9.4
Low,1,3,0.53,9.1
Low,0.996,3,0.45,9.4
Low,0.99,3,0.66,12
Low,0.992,3,0.53,11.1
High,0.991,3,0.33,11.8
Low,0.991,3,0.32,11.4
Low,1,3,0.53,9.1
High,0.992,3,0.71,12.1
Low,0.996,3,0.44,10.4
Low,0.995,3,0.36,9.2
High,0.991,3,0.46,13
High,0.992,3,0.71,12.1
High,0.991,3,0.43,11.5
High,0.991,3,0.43,11.5
Low,0.996,3,0.7,10
Low,0.993,3,0.49,11.1
Low,0.989,3,0.35,12.4
Low,0.989,3,0.38,12.2
Low,0.991,3,0.52,10.6
High,0.991,3,0.41,11.1
High,0.989,3,0.78,13.9
Low,0.998,3,0.3,9.2
Low,0.995,3,0.56,10.5
High,0.992,3,0.59,11.3
Low,0.99,3,0.45,12.9
High,0.989,3,0.39,12.9
Low,0.995,3,0.51,9.6
Low,0.99,3,0.45,12.9
Low,0.99,3,0.45,12.9
Low,0.997,3,0.45,8.8
High,0.989,3,0.34,13.2
Low,0.998,3,0.3,9.2
High,0.992,3,0.59,11.3
Low,0.995,3,0.56,10.5
Low,0.993,3,0.59,10.5
High,0.99,3,0.6,12.6
Low,0.993,3,0.5,9.5
Low,0.997,3,0.56,9.8
High,0.989,3,0.26,13.4
High,0.991,3,0.44,11.8
Low,0.997,3,0.56,9.8
High,0.99,3,0.57,13.1
High,0.99,3,0.6,12.6
Low,0.992,3,0.45,10.4
High,0.989,3,0.27,13.4
High,0.99,3,0.27,13
High,0.989,3,0.26,13.4
High,0.994,3,0.52,10.2
Low,0.99,3,0.39,11.7
Low,0.993,3,0.5,9.5
Low,0.991,3,0.46,11.7
High,0.993,3,0.47,11.4
High,0.991,3,0.44,11.8
Low,0.992,3,0.32,11.2
High,0.994,3,0.44,13
High,0.994,3,0.44,13
Low,0.995,3,0.52,10.9
High,0.99,3,0.37,11.6
High,0.991,3,0.54,11.3
Low,0.997,3,0.5,12
Low,0.993,3,0.53,10.5
High,0.989,3,0.4,13.1
High,0.994,3,0.44,13
Low,0.995,3,0.52,10.9
Low,0.999,3,0.57,9.1
High,0.99,3,0.48,13.4
High,0.991,3,0.64,11.5
High,0.991,3,0.68,11.2
Low,0.994,3,0.57,10.9
High,0.989,3,0.44,13.5
Low,0.999,3,0.57,9.1
Low,0.996,3,0.55,9.9
Low,0.995,3,0.56,10.5
High,0.99,3,0.51,11.7
Low,0.992,3,0.68,11
Low,0.993,3,0.43,13
Low,0.992,3,0.41,13.6
High,0.99,3,0.62,12.3
High,0.989,3,0.53,13.3
High,0.988,3,0.42,13.7
Low,0.991,3,0.52,11.1
High,0.991,3,0.43,13.4
Low,0.996,3,0.3,9.1
High,0.991,3,0.5,11.3
Low,0.995,3,0.46,9.4
Low,0.996,3,0.3,9.1
Low,0.992,3,0.4,11.6
Low,0.992,3,0.4,11.6
Low,0.99,3,0.35,12.4
Low,0.996,3,0.32,9.8
Low,0.993,3,0.25,11.1
High,0.99,3,0.38,13.1
Low,0.996,3,0.53,9.7
Low,0.995,3,0.48,9.2
Low,0.993,3,0.78,11.7
Low,0.997,3,0.37,10.6
Low,0.996,3,0.53,9.7
Low,0.995,3,0.48,9.2
Low,0.991,3,0.39,10.9
Low,0.992,3,0.51,10.1
High,0.991,3,0.44,12.2
Low,0.989,3,0.33,12.7
Low,0.99,3,0.37,13
Low,0.992,3,0.33,11.2
Low,0.996,3,0.48,9.4
Low,0.992,3,0.53,11
Low,0.992,3,0.53,11
Low,1,3,0.48,9.2
Low,0.996,3,0.48,9.4
Low,1,3,0.48,9.2
Low,0.992,3,0.45,12.3
Low,0.992,3,0.53,11
Low,0.992,3,0.67,10
Low,0.999,3,0.48,9
Low,0.999,3,0.48,9
Low,0.999,3,0.48,9
Low,0.991,3,0.36,11.1
Low,0.994,3,0.6,9.9
High,0.993,4,0.48,12.2
Low,0.991,3,0.36,11.1
Low,0.999,3,0.48,9
Low,0.991,3,0.36,11.8
Low,0.99,3,0.62,12.9
Low,0.994,3,0.35,9
Low,0.99,3,0.33,12.4
Low,0.994,3,0.35,9
Low,0.99,3,0.62,12.9
Low,0.994,3,0.36,11.2
Low,0.991,3,0.41,12.6
Low,0.991,3,0.39,11.5
High,0.991,3,0.72,11.3
Low,0.994,3,0.36,11.2
Low,0.991,3,0.39,11.5
Low,0.994,3,0.51,10.5
Low,0.991,3,0.41,12.6
Low,0.991,3,0.48,11.9
Low,0.994,3,0.52,10.1
High,0.991,3,0.45,11
Low,0.997,3,0.56,10.6
High,0.991,3,0.59,11.3
Low,0.991,3,0.37,11.2
High,0.992,3,0.37,11.5
Low,0.992,3,0.35,11.1
High,0.992,3,0.49,12.8
Low,0.99,3,0.46,12.3
Low,0.993,3,0.53,10.4
High,0.992,3,0.37,11.5
High,0.99,3,0.37,11.7
High,0.992,3,0.44,10.7
Low,0.998,3,0.5,9.5
Low,0.998,3,0.5,9.5
Low,0.998,3,0.5,9.5
High,0.99,3,0.68,12
Low,0.992,3,0.45,10.8
High,0.992,3,0.44,10.7
High,0.992,3,0.44,10.7
High,0.993,3,0.44,10.7
High,0.99,3,0.4,12.1
High,0.989,3,0.52,11.9
Low,0.995,3,0.37,10.8
High,0.99,4,0.56,12.3
Low,0.998,3,0.57,9.4
Low,0.997,3,0.35,9.9
High,0.993,3,0.61,10.4
Low,0.995,3,0.6,10.4
High,0.992,3,0.6,12.6
Low,0.989,3,0.36,12.5
Low,0.996,3,0.47,9.4
Low,0.996,3,0.6,9.2
Low,0.992,3,0.54,11.2
Low,0.998,3,0.46,9.2
Low,0.998,3,0.46,9.2
Low,0.996,3,0.47,9.4
Low,0.992,3,0.54,11.2
Low,0.992,3,0.55,10.8
Low,0.998,3,0.46,9.2
Low,0.996,3,0.6,9.2
Low,0.989,3,0.36,12.5
Low,0.998,3,0.54,9.3
Low,0.99,3,0.5,11.4
High,0.997,3,0.56,10
Low,1.003,3,0.42,10.6
High,0.993,3,0.75,10.7
High,0.997,3,0.56,10
Low,0.989,3,0.36,12.5
Low,1.003,3,0.42,10.6
High,0.991,3,0.27,12.8
Low,0.998,3,0.54,9.3
Low,0.99,3,0.5,11.4
Low,0.995,3,0.43,9.5
Low,0.995,3,0.43,9.5
Low,0.995,3,0.43,9.5
Low,0.994,3,0.38,10.8
Low,0.994,3,0.38,10.8
Low,1,3,0.47,8.8
Low,0.994,3,0.38,10.8
High,0.994,3,0.38,11
Low,0.989,3,0.38,12.4
High,0.991,3,0.75,11.3
High,0.995,3,0.49,11.2
High,0.99,3,0.66,12.5
Low,0.993,3,0.44,10
Low,0.993,3,0.56,11
Low,0.994,3,0.88,10.5
Low,0.994,3,0.88,10.5
Low,0.993,3,0.56,11
High,0.991,3,0.54,11.4
Low,0.992,3,0.44,11.3
High,0.991,3,0.52,12.2
High,0.989,3,0.66,12.6
Low,0.992,3,0.37,11.1
Low,0.991,3,0.47,12.3
Low,0.993,3,0.59,10.4
Low,0.999,3,0.48,8.8
Low,0.993,3,0.61,9.5
Low,0.999,3,0.48,8.8
Low,0.995,3,0.44,10.4
High,0.99,3,0.27,13
High,0.993,3,0.46,12.2
High,0.995,3,0.34,10.5
High,0.993,3,0.42,10.8
High,0.989,3,0.53,13.2
High,0.989,3,0.57,13
Low,0.993,4,0.47,10
Low,0.993,3,0.48,10.4
Low,0.989,3,0.54,12.4
High,0.99,3,0.34,12.9
High,0.989,3,0.53,13.2
High,0.995,3,0.56,10.5
High,0.989,3,0.57,13
Low,0.994,3,0.36,11.2
High,0.989,3,0.55,12.7
Low,0.997,3,0.52,9.4
High,0.991,3,0.32,12.9
High,0.989,3,0.35,13
High,0.987,3,0.4,13.6
Low,0.993,3,0.55,9.1
Low,0.992,3,0.43,10.4
High,0.987,3,0.4,13.6
Low,0.993,3,0.44,12.2
Low,1,3,0.51,8.7
High,0.994,3,0.37,10.5
Low,0.997,3,0.78,10.2
High,0.992,3,0.34,12.5
High,0.991,3,0.75,11.3
Low,0.997,3,0.78,10.2
High,0.992,3,0.63,12.6
Low,0.997,3,0.78,10.2
Low,0.994,3,0.5,9.8
Low,0.994,3,0.34,10.8
Low,0.991,3,0.56,12.5
High,0.992,3,0.34,12.5
High,0.991,3,0.31,11.5
Low,0.993,3,0.41,11.4
High,0.994,3,0.37,10.5
High,0.992,3,0.63,12.6
Low,1,3,0.51,8.7
Low,0.991,3,0.68,11
High,0.991,3,0.75,11.3
Low,0.997,3,0.78,10.2
Low,0.99,3,0.74,11.6
Low,0.994,3,0.5,9.8
Low,0.993,3,0.52,10.1
Low,0.999,3,0.5,9.2
Low,0.999,3,0.53,9.1
Low,0.999,3,0.53,9.1
Low,0.999,3,0.53,9.1
Low,0.999,3,0.53,9.1
Low,0.989,3,0.5,11.7
Low,0.99,3,0.44,12.6
Low,0.998,3,0.47,9
Low,0.992,3,0.44,10.1
Low,0.987,3,0.34,13.6
Low,0.999,3,0.53,9.1
Low,0.997,3,0.54,9.2
Low,0.998,3,0.51,8.8
Low,0.993,3,0.36,10
Low,0.997,3,0.48,9.1
Low,0.991,3,0.35,11.2
Low,0.994,3,0.52,9.2
Low,0.999,3,0.5,9.2
Low,0.996,3,0.48,9.5
High,0.991,3,0.6,11.9
Low,0.994,3,0.62,9.8
Low,0.994,3,0.62,9.8
High,0.993,3,0.44,10.8
Low,0.99,3,0.66,11.3
Low,0.993,3,0.34,12.1
High,0.99,3,0.34,11.3
High,0.993,3,0.44,10.8
High,0.99,3,0.41,13.5
Low,0.993,3,0.45,10.3
Low,1,3,0.53,9
Low,0.994,3,0.35,11.6
Low,0.993,3,0.45,10.3
Low,0.99,3,0.68,12.5
Low,0.999,3,0.45,8.6
Low,0.988,3,0.33,13.4
Low,0.991,3,0.79,12.7
Low,0.993,3,0.51,9.2
Low,0.992,3,0.35,10.2
High,0.998,3,0.39,9
High,0.998,3,0.39,9
High,0.998,3,0.39,9
High,0.998,3,0.39,9
High,0.998,3,0.39,9
High,0.998,3,0.39,9
High,0.998,3,0.39,9
Low,0.99,3,0.4,11.9
Low,0.997,3,0.42,9
Low,0.998,3,0.51,9
Low,0.994,3,0.59,11
High,0.998,3,0.39,9
Low,0.992,3,0.5,10
Low,0.992,3,0.46,10.7
Low,0.992,3,0.46,10.7
High,0.99,3,0.77,13.4
Low,0.993,3,0.39,11
Low,0.992,3,0.5,10
Low,0.992,3,0.46,10.7
Low,0.992,3,0.46,10.7
Low,0.993,3,0.39,11
Low,0.992,3,0.39,11
High,0.991,3,0.37,11.1
Low,0.992,3,0.52,10.9
Low,0.991,3,0.37,11.5
High,0.99,3,0.77,13.4
Low,0.998,3,0.49,9.4
Low,0.998,3,0.49,9.4
Low,0.998,3,0.49,9.4
Low,0.996,3,0.38,10.6
Low,0.998,3,0.49,9.4
Low,0.991,3,0.65,12
Low,0.995,3,0.42,10.2
Low,0.996,3,0.38,10.6
Low,0.987,3,0.37,13.5
Low,0.998,3,0.58,9.7
Low,0.991,3,0.32,12.2
Low,0.992,3,0.57,12.3
Low,0.991,3,0.32,12.2
High,0.991,3,0.57,11.4
High,0.991,3,0.7,12.7
Low,0.998,3,0.58,9.7
Low,0.993,3,0.29,10.8
Low,0.994,3,0.29,11
Low,0.996,3,0.48,9.5
Low,0.998,3,0.49,10.1
High,0.99,3,0.4,13.2
Low,0.998,3,0.34,8.8
Low,0.996,3,0.48,9.5
Low,0.995,3,0.48,9.5
Low,0.995,3,0.47,9.5
Low,0.996,3,0.48,9.5
Low,0.995,3,0.47,9.5
Low,0.995,3,0.58,10.4
Low,0.996,3,0.55,9.9
Low,0.992,3,0.48,10
Low,0.998,3,0.49,10.1
Low,0.997,3,0.39,9.4
Low,0.997,3,0.47,9.3
Low,0.992,3,0.52,10.9
Low,0.992,3,0.57,11.4
Low,0.992,3,0.73,10.3
Low,0.991,3,0.51,11
Low,0.992,3,0.52,10.9
Low,0.993,3,0.4,10.8
Low,0.992,3,0.73,10.3
Low,0.991,3,0.51,11
Low,0.997,3,0.47,9.3
Low,0.994,3,0.59,10.2
Low,0.994,3,0.59,10.2
Low,0.993,3,0.4,10.8
Low,0.997,3,0.52,10.5
Low,0.991,3,0.52,11.1
Low,0.992,3,0.52,10.9
Low,0.992,3,0.57,11.4
Low,0.997,3,0.49,10.3
High,0.992,3,0.33,12.9
Low,0.995,3,0.59,9.9
Low,0.992,3,0.44,11.3
Low,0.992,3,0.4,11.5
Low,0.992,3,0.4,11.5
Low,0.992,3,0.38,10.7
Low,0.995,3,0.56,10.4
Low,0.992,3,0.64,12.5
Low,0.996,3,0.48,9.5
High,0.991,3,0.56,11.3
Low,0.99,3,0.54,13
Low,0.992,3,0.4,11.5
Low,0.99,3,0.39,11.5
Low,0.992,3,0.44,11.3
High,0.991,3,0.57,13.2
High,0.993,3,0.28,11.5
Low,0.993,3,0.44,9.6
Low,0.993,3,0.44,9.6
Low,0.998,3,0.37,9.7
Low,0.995,3,0.62,9.2
Low,0.994,3,0.48,8.4
Low,0.99,3,0.45,12.4
Low,0.99,3,0.45,12.4
Low,0.995,3,0.62,9.2
Low,0.994,3,0.48,8.4
Low,0.991,3,0.36,11.7
Low,0.993,3,0.56,11
Low,0.99,3,0.43,11.9
High,0.99,3,0.5,13.2
Low,0.991,3,0.36,11.7
Low,0.999,3,0.54,9.1
Low,0.993,3,0.35,12.6
Low,0.999,3,0.54,9.1
Low,0.992,3,0.46,10.5
Low,0.996,3,0.64,10.6
Low,0.993,3,0.35,12.6
High,0.989,3,0.33,13.7
Low,0.99,3,0.49,12
High,0.992,3,0.73,12.5
Low,0.992,4,0.68,12.1
Low,0.992,3,0.38,11.3
Low,0.99,3,0.49,12
Low,0.992,3,0.55,10.3
Low,0.991,3,0.31,12.7
Low,0.996,3,0.37,9.2
Low,0.996,3,0.37,9.2
Low,0.997,3,0.47,9.5
Low,0.994,3,0.34,10.1
Low,0.994,3,0.34,10.1
High,0.99,3,0.53,13
Low,0.99,3,0.56,13.1
Low,0.992,3,0.55,11
Low,0.996,3,0.37,9.2
Low,0.996,3,0.36,9.4
Low,0.997,3,0.47,9.5
Low,0.995,3,0.4,10.2
Low,0.994,3,0.34,10.1
Low,0.999,3,0.49,8.6
Low,0.998,3,0.51,9
Low,0.995,3,0.5,9.6
High,0.993,3,0.44,9.9
Low,0.997,3,0.38,10.5
Low,0.991,3,0.5,11.4
Low,0.997,3,0.49,9.4
Low,0.993,3,0.28,11.1
Low,0.999,3,0.45,8.9
Low,0.999,3,0.45,8.9
Low,0.992,3,0.52,10.8
Low,0.992,3,0.55,12.2
Low,0.999,3,0.45,8.9
Low,0.991,3,0.63,12.5
Low,0.992,3,0.55,12.2
Low,0.991,3,0.63,12.5
Low,0.999,3,0.45,8.9
Low,0.995,3,0.37,10.8
Low,0.992,3,0.31,11.4
Low,0.992,3,0.52,10.8
Low,0.994,3,0.39,10.6
Low,0.994,3,0.39,9.2
Low,0.992,3,0.46,12.2
Low,0.99,3,0.45,12.3
Low,0.995,3,0.56,10.4
Low,0.995,3,0.57,10.4
High,0.992,3,0.55,11
Low,0.994,3,0.39,10.6
Low,0.994,3,0.39,9.2
Low,0.992,3,0.36,13.5
Low,0.991,3,0.64,11.4
Low,0.99,3,0.38,11.5
High,0.987,3,0.83,14
High,0.99,3,0.63,12.5
High,0.99,3,0.63,12.5
High,0.989,3,0.36,12.8
High,0.992,3,0.43,11.2
High,0.992,3,0.43,11.2
Low,0.99,3,0.27,13.6
Low,0.993,3,0.42,9.2
High,0.99,3,0.63,12.5
Low,0.992,3,0.48,11.1
High,0.992,3,0.43,11.2
High,0.987,3,0.83,14
Low,0.99,3,0.27,13.6
Low,0.996,3,0.52,9.4
High,0.988,3,0.4,14.2
Low,0.988,3,0.4,13.2
Low,0.991,3,0.53,11.2
Low,0.998,3,0.57,10.2
High,0.989,3,0.36,12.8
Low,0.992,3,0.39,10.1
Low,0.992,3,0.39,10.1
Low,0.992,3,0.31,10.3
Low,0.995,3,0.33,9.9
Low,0.991,3,0.31,11.5
Low,0.999,3,0.56,9
Low,0.999,3,0.56,9
Low,0.989,3,0.41,12.1
Low,0.988,3,0.41,13.3
High,0.993,3,0.6,11.5
Low,0.993,3,0.52,11
Low,0.992,3,0.53,10.7
Low,0.999,3,0.56,9.4
Low,0.995,3,0.61,10.3
Low,0.995,3,0.42,9.3
Low,0.991,3,0.6,12
Low,0.993,3,0.6,11
Low,0.996,3,0.5,9.3
Low,0.991,3,0.4,10.1
Low,0.992,3,0.47,11.1
Low,0.994,3,0.58,9.9
Low,0.993,3,0.6,11
Low,0.993,3,0.6,11
Low,0.99,3,0.42,12.5
High,0.99,3,0.44,12.7
Low,0.995,3,0.45,9.3
Low,0.996,3,0.5,9.3
Low,0.991,3,0.4,10.1
Low,0.999,3,0.51,8.8
Low,0.99,3,0.47,11.2
High,0.992,3,0.54,10.8
Low,0.999,3,0.51,8.8
Low,0.99,3,0.47,11.2
Low,0.992,3,0.46,10.3
Low,0.992,3,0.48,12
Low,0.994,3,0.41,9.5
Low,0.994,3,0.41,9.5
Low,0.996,3,0.54,9.8
Low,0.998,3,0.51,9
High,0.991,3,0.53,13
High,0.991,3,0.44,11.8
Low,0.998,3,0.52,8.8
Low,0.993,3,0.55,11.2
Low,0.994,3,0.41,9.5
Low,0.995,3,0.54,9.4
Low,0.996,3,0.51,9.5
Low,0.992,3,0.49,10.4
High,0.996,3,0.49,9.8
Low,0.992,3,0.49,10.4
Low,0.992,3,0.56,10.3
Low,0.995,3,0.54,9.4
Low,0.996,3,0.51,9.5
High,0.99,3,0.81,11.9
High,0.992,3,0.65,12.8
Low,0.991,3,0.38,13
High,0.992,3,0.59,10.4
Low,0.992,3,0.59,10.4
Low,0.995,3,0.4,10.7
High,0.993,3,0.76,10.7
High,0.99,3,0.81,11.9
Low,0.994,3,0.42,10.4
High,0.992,3,0.65,12.8
Low,0.995,3,0.37,9.9
Low,0.995,3,0.37,9.9
Low,0.999,3,0.71,9.4
Low,0.991,3,0.43,11.4
Low,0.995,3,0.37,9.9
Low,0.999,3,0.71,9.4
Low,0.993,3,0.39,9.2
High,0.992,3,0.57,10.5
High,0.995,3,0.54,11
High,0.995,3,0.54,11
Low,0.992,3,0.72,12.1
High,0.995,3,0.54,11
High,0.989,3,0.39,12.8
Low,0.994,3,0.98,10.5
Low,0.994,3,0.98,10.5
Low,0.994,3,0.98,10.5
Low,0.992,3,0.4,9.5
Low,0.998,3,0.45,9.2
Low,0.991,3,0.72,11.1
High,0.991,3,0.5,12.3
Low,0.991,3,0.72,11.1
Low,0.989,3,0.58,12.6
Low,0.992,3,0.4,9.5
Low,0.998,3,0.45,9.2
Low,0.994,3,0.57,10.8
Low,0.991,3,0.6,11.3
High,0.989,3,0.39,12.8
Low,0.994,3,0.98,10.5
Low,0.996,3,0.56,9.8
Low,1,3,0.61,8.5
Low,0.994,3,0.5,9.3
Low,0.996,3,0.52,9.2
Low,0.991,3,0.51,11.4
Low,1,3,0.61,8.5
Low,0.994,3,0.5,9.3
Low,0.995,3,0.46,8.4
Low,0.993,3,0.4,9.2
Low,0.996,3,0.52,9.2
Low,0.997,3,0.79,10.4
Low,0.991,3,0.56,11.6
Low,0.99,3,0.6,12.4
Low,0.997,3,0.79,10.4
Low,0.993,3,0.54,9.3
Low,0.989,3,0.46,12.2
Low,0.993,3,0.46,11
Low,0.99,3,0.38,11.4
Low,0.992,3,0.41,9.5
Low,0.999,3,0.53,9.2
Low,0.993,3,0.62,11.1
Low,0.999,3,0.53,9.2
Low,0.994,3,0.58,11
Low,0.993,3,0.48,9.9
Low,0.993,3,0.46,9.9
Low,0.992,3,0.41,9.5
Low,0.991,3,0.47,12.4
Low,0.993,3,0.5,9.4
Low,0.995,3,0.52,9.3
High,0.998,3,0.43,8.7
High,0.998,3,0.43,8.7
High,0.998,3,0.43,8.7
High,0.998,3,0.43,8.7
High,1,3,0.43,9
Low,0.995,3,0.63,10.7
Low,0.995,3,0.63,10.7
Low,0.991,3,0.58,11.3
High,0.998,3,0.43,8.7
Low,0.993,3,0.38,11.7
Low,0.995,3,0.52,9.3
High,0.998,3,0.43,8.7
High,1,3,0.43,9
Low,0.993,3,0.38,11.7
Low,0.996,3,0.51,10.7
Low,0.991,3,0.54,11.4
Low,0.995,3,0.63,10.7
Low,0.991,3,0.58,11.3
Low,0.994,3,0.42,10
Low,0.994,3,0.42,10
Low,0.992,3,0.49,11.2
Low,0.993,3,0.41,9.7
Low,0.99,3,0.42,12.5
High,0.993,3,0.78,12.9
Low,0.993,3,0.36,11.8
Low,0.995,3,0.72,10.6
Low,0.993,3,0.36,11.8
Low,0.995,3,0.37,10.7
Low,0.995,3,0.51,9.9
Low,0.99,3,0.46,12
High,0.997,3,0.82,10.4
Low,0.994,3,0.39,8.5
Low,0.996,3,0.38,9.9
Low,0.997,3,0.45,9.4
Low,0.996,3,0.46,10.4
Low,0.991,3,0.59,11
Low,0.991,3,0.57,11
Low,0.994,3,0.38,10.4
Low,0.996,3,0.5,9.8
Low,0.997,3,0.45,9.4
Low,0.994,3,0.53,10.6
Low,0.993,3,0.44,10.1
High,0.995,3,0.3,11.5
Low,0.992,3,0.45,11.4
Low,0.993,3,0.38,9.2
Low,0.993,3,0.38,9.7
Low,0.992,3,0.46,11.3
Low,0.994,3,0.49,9.6
Low,0.997,3,0.46,8.9
Low,0.994,3,0.36,10
Low,0.993,3,0.4,9.2
Low,0.997,3,0.41,9
High,0.99,3,0.58,12.8
Low,0.997,3,0.41,9
Low,0.994,3,0.55,9.5
Low,0.994,3,0.36,10
Low,0.993,3,0.38,11
Low,0.993,3,0.4,9.2
Low,0.995,3,0.38,10.6
Low,0.996,3,0.42,10
Low,0.996,3,0.42,10
High,0.991,3,0.38,11.7
High,0.991,3,0.36,12.5
High,0.991,3,0.47,11.1
Low,0.991,3,0.62,9.7
Low,0.997,3,0.38,12.3
Low,0.99,3,0.38,12.2
Low,0.992,4,0.76,11.3
Low,0.992,3,0.38,11.6
Low,0.99,3,0.56,11.3
Low,0.991,3,0.56,11.1
Low,0.99,3,0.57,11.2
Low,0.991,3,0.45,11.3
Low,0.99,3,0.45,12
Low,0.999,3,0.5,8.8
Low,0.999,3,0.5,8.8
High,0.99,3,0.34,12
High,0.99,3,0.31,12
Low,0.997,3,0.44,9
Low,0.999,3,0.6,9.3
Low,0.998,3,0.56,8.7
Low,0.99,3,0.63,12.8
High,0.99,3,0.5,11.5
Low,0.994,3,0.54,10
Low,0.994,3,0.54,10
Low,0.995,3,0.56,10.3
Low,0.997,3,0.56,10.4
High,0.99,3,0.29,13.4
Low,0.991,3,0.62,11.2
Low,0.996,3,0.36,9.1
Low,0.996,3,0.36,9.1
Low,0.994,3,0.31,10.8
Low,0.992,3,0.34,12.5
Low,0.992,4,0.73,11.3
Low,0.99,3,0.48,12.8
Low,0.996,3,0.36,9.1
Low,0.989,3,0.39,12.7
High,0.993,3,0.54,11
Low,0.995,3,0.58,10.4
Low,0.995,3,0.58,10.4
Low,0.994,3,0.53,10.7
Low,0.994,3,0.35,10.9
Low,0.995,3,0.58,10.4
Low,0.995,3,0.58,10.4
High,0.997,3,0.41,9.7
High,0.993,3,0.54,11
Low,0.998,3,0.53,9.6
High,0.987,3,0.29,13.9
Low,0.997,3,0.61,9.4
Low,0.991,3,0.67,12.5
Low,0.998,3,0.53,9.6
Low,0.993,3,0.45,9.5
Low,0.995,3,0.45,9.6
Low,0.993,3,0.45,9.5
Low,0.995,3,0.44,9.6
High,0.998,3,0.44,8.7
High,0.998,3,0.44,8.7
High,0.998,3,0.44,8.7
High,0.998,3,0.44,8.7
High,0.998,3,0.44,8.7
High,0.998,3,0.44,8.7
Low,0.992,3,0.46,10.4
Low,0.992,3,0.5,10.7
High,0.99,3,0.48,12
High,0.99,3,0.37,12.1
High,0.989,3,0.4,13.1
Low,0.99,3,0.41,12.4
High,0.989,3,0.36,12.6
High,0.998,3,0.44,8.7
Low,0.99,3,0.66,12
Low,0.993,3,0.57,11.6
Low,0.993,3,0.5,9.3
Low,0.997,3,0.58,9.3
High,0.991,3,0.54,11.1
Low,0.993,3,0.69,10.2
Low,0.992,3,0.66,10.6
High,0.991,3,0.42,11.3
Low,0.999,3,0.69,9.4
Low,0.997,3,0.5,9.3
Low,0.992,3,0.52,11.1
Low,0.996,3,0.65,9.9
High,0.991,3,0.61,11.8
High,0.99,3,0.64,12.6
Low,0.999,3,0.69,9.4
Low,0.992,3,0.68,10.5
Low,0.989,3,0.5,12.3
Low,0.99,3,0.62,11.3
Low,0.994,3,0.46,9.6
Low,0.99,3,0.33,12
Low,0.991,3,0.45,11.2
Low,0.993,3,0.33,10.2
Low,0.991,3,0.44,12.4
Low,0.993,3,0.33,10.2
High,0.989,3,0.38,13.4
Low,0.989,3,0.35,12.6
Low,0.995,3,0.53,9.8
Low,0.998,3,0.45,9.1
Low,0.991,3,0.44,12.4
Low,0.99,3,0.43,12.5
Low,0.991,3,0.34,11.7
Low,0.99,3,0.46,12.9
Low,0.993,3,0.43,10.1
Low,0.995,3,0.5,10.3
Low,0.991,3,0.34,11.7
Low,0.997,3,0.41,10.3
High,0.991,3,0.56,10.8
Low,0.991,3,0.51,11.2
Low,0.991,3,0.6,11.8
Low,0.994,3,0.54,9.8
Low,0.996,3,0.49,10
Low,0.996,3,0.39,8.8
Low,0.993,3,0.52,10.1
Low,0.997,3,0.5,9.5
Low,0.997,3,0.5,9.5
Low,0.997,3,0.5,9.5
Low,0.993,3,0.34,9.2
Low,0.992,3,0.74,12.2
Low,0.997,3,0.5,9.5
Low,0.99,3,0.53,11.3
Low,0.992,3,0.29,12.1
Low,0.993,3,0.34,9.2
Low,0.991,4,0.48,11.2
High,0.991,3,0.44,12.5
Low,0.995,3,0.56,10.6
High,0.995,3,0.61,10.4
High,0.992,3,0.53,10.1
Low,0.996,3,0.56,9.9
Low,0.992,3,0.68,11
Low,0.993,3,0.63,10
Low,0.99,3,0.42,12.7
Low,0.992,3,0.35,12.1
Low,0.994,3,0.46,10.4
Low,0.992,3,0.47,10.4
Low,0.997,3,0.5,9.2
Low,0.997,3,0.5,9.2
Low,0.992,3,0.68,10.5
Low,0.997,3,0.5,9.2
High,0.99,3,0.98,11.9
Low,0.996,3,0.4,10.1
Low,0.992,3,0.59,11.1
High,0.992,3,0.74,10.8
Low,0.99,3,0.47,11.8
Low,0.998,3,0.48,9.2
Low,0.998,3,0.5,9.2
Low,0.989,3,0.54,12.3
